time,open,high,low,close,volume
2026-09-16T18:00:00+00:00,4358.5,4367.23,4308.29,4310.42,4317
2026-09-16T18:15:00+00:00,4310.31,4324.39,4306.02,4322.64,4328
2026-09-16T18:30:00+00:00,4322.51,4323.9,4261.83,4301.16,4357
2026-09-16T18:45:00+00:00,4301.18,4307.64,4256.92,4261.09,4370
2026-09-16T19:00:00+00:00,4261.25,4287.68,4235.24,4252.78,4374
2026-09-16T19:15:00+00:00,4253.02,4257.74,4239.35,4253.32,4350
2026-09-16T19:30:00+00:00,4253.39,4271.37,4253.33,4265.41,4316
2026-09-16T19:45:00+00:00,4264.92,4276.65,4264.92,4272.05,4083
2026-09-16T20:00:00+00:00,4272.12,4273.71,4263.35,4264.93,3083
2026-09-16T20:15:00+00:00,4265.06,4268.41,4257.03,4260.36,2711
2026-09-16T20:30:00+00:00,4260.36,4265.54,4258.18,4262.33,2337
2026-09-16T20:45:00+00:00,4262.66,4266.89,4260.92,4264.37,1929
2026-09-16T22:00:00+00:00,4261.9,4262.87,4258.68,4259.38,2081
2026-09-16T22:15:00+00:00,4259.44,4263.71,4257.29,4262.26,1890
2026-09-16T22:30:00+00:00,4261.9,4276.26,4261.9,4273.03,2272
2026-09-16T22:45:00+00:00,4273.0,4273.97,4265.54,4266.35,1862
2026-09-16T23:00:00+00:00,4266.48,4268.15,4258.61,4262.64,2799
2026-09-16T23:15:00+00:00,4262.79,4273.38,4261.99,4271.75,2474
2026-09-16T23:30:00+00:00,4271.76,4274.56,4268.6,4273.67,2367
2026-09-16T23:45:00+00:00,4273.68,4275.57,4271.32,4271.65,2681
2026-09-17T00:00:00+00:00,4271.77,4286.84,4266.3,4284.79,3231
2026-09-17T00:15:00+00:00,4284.85,4289.55,4281.45,4284.56,3348
2026-09-17T00:30:00+00:00,4284.54,4292.6,4281.89,4288.89,3093
2026-09-17T00:45:00+00:00,4289.09,4289.4,4276.98,4280.29,3277
2026-09-17T01:00:00+00:00,4280.21,4310.19,4280.21,4298.71,3928
2026-09-17T01:15:00+00:00,4298.75,4312.83,4298.32,4309.94,3399
2026-09-17T01:30:00+00:00,4310.05,4318.28,4308.33,4309.19,3535
2026-09-17T01:45:00+00:00,4309.16,4312.1,4298.03,4300.31,3350
2026-09-17T02:00:00+00:00,4300.32,4301.14,4280.94,4287.67,3557
2026-09-17T02:15:00+00:00,4287.47,4293.44,4286.92,4291.75,2800
2026-09-17T02:30:00+00:00,4291.77,4292.69,4281.39,4288.61,3345
2026-09-17T02:45:00+00:00,4288.66,4289.89,4273.84,4277.27,3346
2026-09-17T03:00:00+00:00,4277.2,4286.8,4277.05,4285.33,3057
2026-09-17T03:15:00+00:00,4285.25,4287.14,4283.17,4286.11,2682
2026-09-17T03:30:00+00:00,4286.02,4296.45,4285.63,4295.9,2818
2026-09-17T03:45:00+00:00,4296.23,4297.53,4293.63,4295.84,2376
2026-09-17T04:00:00+00:00,4295.87,4296.77,4292.86,4293.95,2245
2026-09-17T04:15:00+00:00,4293.87,4295.95,4291.07,4291.22,2324
2026-09-17T04:30:00+00:00,4291.2,4296.59,4290.28,4295.26,2345
2026-09-17T04:45:00+00:00,4295.21,4299.1,4295.2,4297.55,2264
2026-09-17T05:00:00+00:00,4297.55,4299.36,4293.93,4294.04,2292
2026-09-17T05:15:00+00:00,4294.04,4294.16,4285.55,4286.33,2521
2026-09-17T05:30:00+00:00,4286.27,4298.36,4286.23,4296.97,3249
2026-09-17T05:45:00+00:00,4297.17,4305.44,4295.85,4304.39,3099
2026-09-17T06:00:00+00:00,4304.4,4312.52,4304.18,4311.99,3197
2026-09-17T06:15:00+00:00,4312.27,4313.13,4304.67,4312.13,3114
2026-09-17T06:30:00+00:00,4312.13,4315.36,4305.79,4309.61,3291
2026-09-17T06:45:00+00:00,4309.24,4312.18,4306.7,4310.88,3175
2026-09-17T07:00:00+00:00,4310.87,4323.72,4309.25,4322.98,3262
2026-09-17T07:15:00+00:00,4322.95,4330.0,4319.17,4329.2,3286
2026-09-17T07:30:00+00:00,4329.21,4335.18,4329.21,4331.52,3085
2026-09-17T07:45:00+00:00,4331.64,4335.5,4323.85,4327.12,3078
2026-09-17T08:00:00+00:00,4327.23,4328.45,4317.87,4320.19,3194
2026-09-17T08:15:00+00:00,4320.19,4321.98,4314.49,4315.92,3082
2026-09-17T08:30:00+00:00,4315.87,4319.66,4311.83,4313.81,3032
2026-09-17T08:45:00+00:00,4313.8,4314.17,4310.22,4311.51,2894
2026-09-17T09:00:00+00:00,4311.68,4319.52,4311.54,4315.81,2927
2026-09-17T09:15:00+00:00,4315.72,4316.58,4305.84,4306.54,3024
2026-09-17T09:30:00+00:00,4306.48,4311.26,4305.21,4309.16,2925
2026-09-17T09:45:00+00:00,4309.17,4311.27,4305.52,4306.15,2776
2026-09-17T10:00:00+00:00,4306.15,4313.77,4305.05,4310.06,2909
2026-09-17T10:15:00+00:00,4310.1,4315.63,4306.39,4313.76,2733
2026-09-17T10:30:00+00:00,4313.57,4318.64,4312.03,4316.35,2655
2026-09-17T10:45:00+00:00,4316.32,4325.25,4316.15,4324.19,2653
2026-09-17T11:00:00+00:00,4324.16,4340.18,4323.79,4332.02,3449
2026-09-17T11:15:00+00:00,4332.14,4334.73,4326.53,4328.45,3242
2026-09-17T11:30:00+00:00,4328.45,4328.93,4323.19,4325.02,2999
2026-09-17T11:45:00+00:00,4324.98,4353.23,4324.44,4349.99,3383
2026-09-17T12:00:00+00:00,4350.06,4355.53,4343.56,4354.62,4022
2026-09-17T12:15:00+00:00,4354.67,4381.33,4353.28,4380.84,3996
2026-09-17T12:30:00+00:00,4380.75,4380.75,4360.5,4360.53,3987
2026-09-17T12:45:00+00:00,4360.48,4374.92,4359.01,4373.23,3692
2026-09-17T13:00:00+00:00,4373.24,4374.39,4360.2,4366.5,3972
2026-09-17T13:15:00+00:00,4366.23,4375.29,4364.9,4367.1,3659
2026-09-17T13:30:00+00:00,4367.1,4374.38,4356.2,4358.58,4121
2026-09-17T13:45:00+00:00,4358.35,4371.89,4355.19,4366.8,3973
2026-09-17T14:00:00+00:00,4366.81,4380.2,4364.45,4371.81,4082
2026-09-17T14:15:00+00:00,4371.83,4373.03,4365.55,4367.04,3970
2026-09-17T14:30:00+00:00,4367.34,4367.97,4359.44,4361.15,3783
2026-09-17T14:45:00+00:00,4361.16,4364.79,4352.26,4354.26,3770
2026-09-17T15:00:00+00:00,4354.28,4362.36,4351.21,4361.88,3823
2026-09-17T15:15:00+00:00,4362.0,4364.65,4356.4,4358.31,3666
2026-09-17T15:30:00+00:00,4358.12,4367.2,4355.55,4365.79,3460
2026-09-17T15:45:00+00:00,4365.74,4370.37,4363.44,4370.05,3569
2026-09-17T16:00:00+00:00,4370.08,4372.7,4367.16,4368.16,3393
2026-09-17T16:15:00+00:00,4368.15,4369.04,4363.76,4367.8,2889
2026-09-17T16:30:00+00:00,4367.68,4367.74,4357.56,4359.91,3161
